VendorNumber,InvoiceDate,PODate,PayDate,Freight,Approval,IDInvoicePurchases,IDPurchases
98450,2016-08-08,2016-07-24,2016-09-11,18.58,,3279,3279
8320,2016-08-15,2016-07-24,2016-09-19,98.89,,3280,3280
3089,2016-08-09,2016-07-25,2016-09-16,146.26,,3281,3281
28750,2016-08-15,2016-07-29,2016-09-13,3.93,,3282,3282
2000,2016-08-11,2016-07-26,2016-09-15,369.96,,3283,3283
653,2016-08-16,2016-07-27,2016-09-11,193.22,,3284,3284
8673,2016-08-16,2016-07-26,2016-09-13,338.17,,3285,3285
12331,2016-08-15,2016-07-28,2016-09-16,0.96,,3286,3286
8664,2016-08-15,2016-07-29,2016-09-18,350.52,,3287,3287
8735,2016-08-11,2016-07-27,2016-09-15,3.81,,3288,3288
90056,2016-08-08,2016-07-26,2016-09-25,18.14,,3289,3289
8920,2016-08-11,2016-07-29,2016-09-16,4.81,,3290,3290
28776,2016-08-13,2016-07-25,2016-09-22,4.8,,3291,3291
173357,2016-08-08,2016-07-24,2016-09-09,2.32,,3292,3292
90017,2016-08-09,2016-07-29,2016-09-17,2.69,,3293,3293
9819,2016-08-13,2016-07-26,2016-09-21,280.12,,3294,3294
8892,2016-08-11,2016-07-26,2016-09-10,227.86,,3295,3295
9260,2016-08-08,2016-07-25,2016-09-24,2.5,,3296,3296
9165,2016-08-16,2016-07-26,2016-09-25,1134.86,,3297,3297
90010,2016-08-13,2016-07-28,2016-09-21,6.09,,3298,3298
1587,2016-08-12,2016-07-24,2016-09-17,197.5,,3299,3299
90024,2016-08-14,2016-07-25,2016-09-18,69.01,,3300,3300
1601,2016-08-16,2016-07-29,2016-09-17,30.3,,3301,3301
90057,2016-08-11,2016-07-26,2016-09-23,0.86,,3302,3302
9622,2016-08-16,2016-07-28,2016-09-22,3.61,,3303,3303
9625,2016-08-15,2016-07-28,2016-09-18,31.27,,3304,3304
3664,2016-08-14,2016-07-28,2016-09-15,607.46,,3305,3305
9815,2016-08-15,2016-07-24,2016-09-25,529.98,,3306,3306
90058,2016-08-14,2016-07-28,2016-09-24,2.56,,3307,3307
60,2016-08-21,2016-07-31,2016-09-30,11.55,,3308,3308
4466,2016-08-18,2016-08-04,2016-09-16,37.92,,3309,3309
287,2016-08-21,2016-08-04,2016-09-29,0.66,,3310,3310
388,2016-08-15,2016-07-31,2016-09-20,2.11,,3311,3311
480,2016-08-17,2016-08-04,2016-09-20,1454.61,Frank Delahunt,3312,3312
516,2016-08-15,2016-08-02,2016-09-27,152.03,,3313,3313
1128,2016-08-21,2016-08-02,2016-09-28,991.81,,3314,3314
1189,2016-08-21,2016-08-01,2016-09-16,5.6,,3315,3315
1273,2016-08-19,2016-08-03,2016-09-23,36.68,,3316,3316
11567,2016-08-16,2016-07-31,2016-10-02,384.47,,3317,3317
90046,2016-08-19,2016-07-31,2016-09-22,1.1,,3318,3318
1485,2016-08-17,2016-08-05,2016-09-23,130.32,,3319,3319
4380,2016-08-19,2016-07-31,2016-09-15,30.73,,3320,3320
1650,2016-08-21,2016-08-05,2016-09-20,1.28,,3321,3321
1392,2016-08-22,2016-08-02,2016-09-15,1258.89,Frank Delahunt,3322,3322
90047,2016-08-16,2016-08-03,2016-09-19,30.51,,3323,3323
2242,2016-08-19,2016-08-02,2016-09-24,169.04,,3324,3324
1590,2016-08-18,2016-08-04,2016-09-24,160.95,,3325,3325
3960,2016-08-17,2016-08-04,2016-10-02,4319.32,Frank Delahunt,3326,3326
2555,2016-08-21,2016-08-01,2016-09-19,88.05,,3327,3327
2450,2016-08-18,2016-08-02,2016-10-01,7.72,,3328,3328
2496,2016-08-15,2016-08-03,2016-09-23,15.03,,3329,3329
17037,2016-08-18,2016-08-04,2016-09-28,3.37,,3330,3330
3252,2016-08-21,2016-07-31,2016-10-01,1087.58,,3331,3331
2561,2016-08-22,2016-08-02,2016-10-01,434.17,,3332,3332
1655,2016-08-16,2016-08-01,2016-09-20,44.98,,3333,3333
17031,2016-08-19,2016-08-03,2016-09-17,61.76,,3334,3334
90011,2016-08-23,2016-08-04,2016-09-19,10.59,,3335,3335
9744,2016-08-16,2016-08-01,2016-09-27,105.64,,3336,3336
90052,2016-08-16,2016-08-01,2016-09-21,0.44,,3337,3337
3924,2016-08-15,2016-07-31,2016-09-21,231.96,,3338,3338
17032,2016-08-20,2016-08-02,2016-09-30,3.42,,3339,3339
12546,2016-08-22,2016-08-02,2016-09-22,2389.33,Frank Delahunt,3340,3340
4550,2016-08-17,2016-08-04,2016-09-28,12.28,,3341,3341
4692,2016-08-23,2016-08-05,2016-09-29,138.64,,3342,3342
90032,2016-08-18,2016-07-31,2016-09-15,8.19,,3343,3343
4848,2016-08-22,2016-08-03,2016-09-16,4.33,,3344,3344
4950,2016-08-20,2016-08-05,2016-09-22,26.11,,3345,3345
8352,2016-08-15,2016-08-02,2016-09-18,211.24,,3346,3346
9552,2016-08-17,2016-08-04,2016-09-18,997.94,,3347,3347
10000,2016-08-22,2016-07-31,2016-09-23,307.73,,3348,3348
5455,2016-08-21,2016-08-02,2016-09-20,11.13,,3349,3349
4425,2016-08-16,2016-07-31,2016-10-02,2983.02,Frank Delahunt,3350,3350
5992,2016-08-22,2016-08-03,2016-09-19,55.44,,3351,3351
6213,2016-08-22,2016-08-03,2016-09-29,191.8,,3352,3352
8112,2016-08-17,2016-08-01,2016-09-24,823.18,,3353,3353
6215,2016-08-23,2016-07-31,2016-09-30,4.87,,3354,3354
6355,2016-08-20,2016-08-02,2016-09-26,4.5,,3355,3355
6359,2016-08-16,2016-08-05,2016-09-20,46.6,,3356,3356
6785,2016-08-23,2016-08-01,2016-09-29,321.87,,3357,3357
6830,2016-08-18,2016-08-03,2016-09-22,3.88,,3358,3358
10754,2016-08-18,2016-08-01,2016-09-19,763.55,,3359,3359
17035,2016-08-16,2016-08-03,2016-09-16,2127.35,Frank Delahunt,3360,3360
9206,2016-08-21,2016-08-04,2016-09-16,38.71,,3361,3361
7153,2016-08-17,2016-07-31,2016-09-22,330.51,,3362,3362
90027,2016-08-22,2016-08-05,2016-09-24,0.49,,3363,3363
7154,2016-08-20,2016-07-31,2016-09-28,7.39,,3364,3364
7240,2016-08-16,2016-08-04,2016-09-18,4.03,,3365,3365
7245,2016-08-22,2016-08-05,2016-09-21,811.95,,3366,3366
7255,2016-08-20,2016-08-02,2016-09-28,6.3,,3367,3367
7749,2016-08-18,2016-08-04,2016-09-22,5.29,,3368,3368
7239,2016-08-18,2016-08-03,2016-09-15,300.91,,3369,3369
10050,2016-08-16,2016-08-03,2016-10-02,9.13,,3370,3370
8004,2016-08-16,2016-08-01,2016-09-20,973.72,,3371,3371
660,2016-08-22,2016-08-05,2016-09-26,375.1,,3372,3372
17033,2016-08-20,2016-08-03,2016-09-25,4.56,,3373,3373
8150,2016-08-17,2016-08-01,2016-09-30,20.81,,3374,3374
98450,2016-08-22,2016-08-02,2016-10-02,8.31,,3375,3375
8320,2016-08-23,2016-08-04,2016-09-26,84.21,,3376,3376
3089,2016-08-20,2016-08-02,2016-10-02,145.98,,3377,3377
28750,2016-08-15,2016-08-05,2016-09-30,8.49,,3378,3378
2000,2016-08-16,2016-08-05,2016-09-15,336.88,,3379,3379
653,2016-08-19,2016-08-02,2016-09-18,136.67,,3380,3380
8673,2016-08-18,2016-08-03,2016-09-19,248.4,,3381,3381
12331,2016-08-19,2016-08-04,2016-09-23,2.21,,3382,3382
8664,2016-08-23,2016-08-04,2016-09-24,411.22,,3383,3383
8735,2016-08-19,2016-08-01,2016-09-19,5.48,,3384,3384
90056,2016-08-19,2016-07-31,2016-09-24,11.31,,3385,3385
8920,2016-08-23,2016-08-03,2016-09-24,6.08,,3386,3386
28776,2016-08-21,2016-08-05,2016-09-30,3.51,,3387,3387
173357,2016-08-23,2016-08-05,2016-09-17,1.28,,3388,3388
90017,2016-08-17,2016-07-31,2016-09-18,1.14,,3389,3389
90037,2016-08-23,2016-07-31,2016-09-18,0.38,,3390,3390
9819,2016-08-17,2016-08-01,2016-09-28,259.05,,3391,3391
8892,2016-08-19,2016-08-05,2016-10-02,197.86,,3392,3392
9260,2016-08-19,2016-08-02,2016-09-16,0.96,,3393,3393
9165,2016-08-22,2016-07-31,2016-10-02,1205.24,,3394,3394
90010,2016-08-20,2016-08-02,2016-09-16,9.07,,3395,3395
1587,2016-08-16,2016-08-04,2016-09-27,182.12,,3396,3396
90024,2016-08-18,2016-08-04,2016-10-02,64.95,,3397,3397
1601,2016-08-18,2016-08-04,2016-09-20,23.89,,3398,3398
90057,2016-08-18,2016-08-04,2016-09-16,0.65,,3399,3399
9622,2016-08-17,2016-07-31,2016-09-17,2.8,,3400,3400
9625,2016-08-23,2016-08-05,2016-09-28,28.33,,3401,3401
3664,2016-08-19,2016-08-01,2016-09-25,556.33,,3402,3402
9815,2016-08-16,2016-08-02,2016-09-21,495.24,,3403,3403
90058,2016-08-16,2016-08-05,2016-09-16,6.91,,3404,3404
60,2016-08-25,2016-08-09,2016-09-28,12.45,,3405,3405
1703,2016-08-25,2016-08-12,2016-10-02,18.58,,3406,3406
105,2016-08-23,2016-08-09,2016-09-22,2.1,,3407,3407
200,2016-08-29,2016-08-09,2016-10-07,1.64,,3408,3408
4466,2016-08-24,2016-08-08,2016-10-02,64.88,,3409,3409
287,2016-08-27,2016-08-08,2016-09-26,2.6,,3410,3410
388,2016-08-23,2016-08-09,2016-10-06,3.53,,3411,3411
480,2016-08-28,2016-08-11,2016-10-01,1967.32,Frank Delahunt,3412,3412
516,2016-08-27,2016-08-08,2016-09-26,226.31,,3413,3413
2396,2016-08-28,2016-08-11,2016-09-27,0.16,,3414,3414
1003,2016-08-29,2016-08-07,2016-09-22,1.94,,3415,3415
1128,2016-08-26,2016-08-08,2016-09-28,1571.12,Frank Delahunt,3416,3416
1189,2016-08-27,2016-08-11,2016-09-24,26.37,,3417,3417
1273,2016-08-24,2016-08-08,2016-10-04,21.63,,3418,3418
11567,2016-08-29,2016-08-08,2016-10-07,637.01,,3419,3419
90046,2016-08-25,2016-08-10,2016-10-09,12.03,,3420,3420
1485,2016-08-30,2016-08-07,2016-09-25,196.24,,3421,3421
2876,2016-08-26,2016-08-07,2016-10-07,2.74,,3422,3422
4380,2016-08-25,2016-08-11,2016-09-22,39.15,,3423,3423
1650,2016-08-22,2016-08-10,2016-09-23,58.22,,3424,3424
1392,2016-08-26,2016-08-07,2016-09-24,1622.32,Frank Delahunt,3425,3425
90047,2016-08-25,2016-08-12,2016-09-28,109.0,,3426,3426
2242,2016-08-25,2016-08-07,2016-09-30,207.23,,3427,3427
1590,2016-08-29,2016-08-08,2016-09-28,196.83,,3428,3428
3960,2016-08-30,2016-08-10,2016-10-05,5855.78,Frank Delahunt,3429,3429
2555,2016-08-24,2016-08-08,2016-10-07,143.74,,3430,3430
2450,2016-08-29,2016-08-12,2016-10-04,3.26,,3431,3431
2496,2016-08-30,2016-08-10,2016-09-23,47.94,,3432,3432
17037,2016-08-27,2016-08-11,2016-09-28,39.52,,3433,3433
3252,2016-08-26,2016-08-07,2016-10-09,1386.6,Frank Delahunt,3434,3434
2561,2016-08-25,2016-08-08,2016-09-24,185.99,,3435,3435
1655,2016-08-28,2016-08-09,2016-09-29,50.63,,3436,3436
17031,2016-08-30,2016-08-12,2016-09-29,52.11,,3437,3437
90011,2016-08-25,2016-08-12,2016-10-07,25.8,,3438,3438
9744,2016-08-28,2016-08-10,2016-09-22,143.56,,3439,3439
90051,2016-08-28,2016-08-12,2016-09-23,3.82,,3440,3440
90052,2016-08-27,2016-08-09,2016-09-30,2.58,,3441,3441
3924,2016-08-22,2016-08-11,2016-09-22,348.65,,3442,3442
3951,2016-08-24,2016-08-09,2016-09-27,1.81,,3443,3443
3950,2016-08-23,2016-08-09,2016-09-30,4.87,,3444,3444
90053,2016-08-27,2016-08-11,2016-10-09,5.21,,3445,3445
17032,2016-08-30,2016-08-10,2016-09-30,11.47,,3446,3446
12546,2016-08-24,2016-08-08,2016-09-22,3242.18,Frank Delahunt,3447,3447
4550,2016-08-29,2016-08-10,2016-09-30,17.42,,3448,3448
4692,2016-08-29,2016-08-07,2016-09-26,216.82,,3449,3449
90032,2016-08-22,2016-08-09,2016-09-30,19.06,,3450,3450
4848,2016-08-24,2016-08-10,2016-09-27,17.91,,3451,3451
4950,2016-08-28,2016-08-12,2016-09-24,76.41,,3452,3452
8352,2016-08-24,2016-08-09,2016-10-01,292.6,,3453,3453
9552,2016-08-29,2016-08-08,2016-09-30,1836.95,Frank Delahunt,3454,3454
10000,2016-08-30,2016-08-09,2016-10-02,417.57,,3455,3455
5270,2016-08-28,2016-08-11,2016-09-25,0.9,,3456,3456
5455,2016-08-30,2016-08-10,2016-10-03,20.9,,3457,3457
4425,2016-08-22,2016-08-11,2016-09-22,4869.93,Frank Delahunt,3458,3458
5992,2016-08-30,2016-08-07,2016-09-25,38.21,,3459,3459
6213,2016-08-26,2016-08-07,2016-10-04,304.98,,3460,3460
5612,2016-08-22,2016-08-07,2016-10-09,0.03,,3461,3461
8112,2016-08-24,2016-08-08,2016-10-07,1228.36,Frank Delahunt,3462,3462
6215,2016-08-23,2016-08-11,2016-10-01,12.96,,3463,3463
6355,2016-08-30,2016-08-12,2016-10-06,5.66,,3464,3464
6359,2016-08-28,2016-08-07,2016-09-24,34.63,,3465,3465
6785,2016-08-23,2016-08-10,2016-10-05,458.27,,3466,3466
6830,2016-08-26,2016-08-09,2016-09-25,3.27,,3467,3467
10754,2016-08-24,2016-08-10,2016-09-27,1301.32,Frank Delahunt,3468,3468
17035,2016-08-29,2016-08-08,2016-09-28,2922.83,Frank Delahunt,3469,3469
9206,2016-08-27,2016-08-11,2016-10-02,87.86,,3470,3470
7153,2016-08-28,2016-08-10,2016-10-03,768.63,,3471,3471
90027,2016-08-26,2016-08-07,2016-09-22,0.23,,3472,3472
7154,2016-08-22,2016-08-08,2016-10-02,13.24,,3473,3473
7240,2016-08-30,2016-08-12,2016-09-30,9.1,,3474,3474
7245,2016-08-26,2016-08-12,2016-09-29,1008.42,,3475,3475
7255,2016-08-30,2016-08-08,2016-09-23,21.09,,3476,3476
7749,2016-08-26,2016-08-08,2016-10-04,26.34,,3477,3477
7239,2016-08-23,2016-08-09,2016-09-29,488.31,,3478,3478
10050,2016-08-27,2016-08-11,2016-09-23,11.66,,3479,3479
8004,2016-08-24,2016-08-09,2016-09-27,1638.1,Frank Delahunt,3480,3480
660,2016-08-23,2016-08-10,2016-09-23,531.14,,3481,3481
17033,2016-08-27,2016-08-10,2016-10-03,31.16,,3482,3482
8150,2016-08-29,2016-08-10,2016-09-30,23.82,,3483,3483
98450,2016-08-25,2016-08-12,2016-09-22,16.13,,3484,3484
8320,2016-08-25,2016-08-11,2016-10-03,110.72,,3485,3485
3089,2016-08-29,2016-08-09,2016-10-06,220.41,,3486,3486
28750,2016-08-25,2016-08-09,2016-09-30,11.02,,3487,3487
2000,2016-08-22,2016-08-09,2016-09-22,575.22,,3488,3488
653,2016-08-26,2016-08-10,2016-10-01,302.54,,3489,3489
8673,2016-08-22,2016-08-07,2016-09-27,429.84,,3490,3490
12331,2016-08-23,2016-08-09,2016-09-29,10.91,,3491,3491
8664,2016-08-29,2016-08-12,2016-10-01,568.68,,3492,3492
8735,2016-08-23,2016-08-07,2016-10-08,22.51,,3493,3493
90056,2016-08-23,2016-08-12,2016-10-01,16.38,,3494,3494
8920,2016-08-27,2016-08-08,2016-10-08,4.78,,3495,3495
28776,2016-08-30,2016-08-08,2016-09-27,8.46,,3496,3496
173357,2016-08-23,2016-08-08,2016-09-24,3.49,,3497,3497
90017,2016-08-29,2016-08-10,2016-09-28,6.67,,3498,3498
90037,2016-08-29,2016-08-08,2016-09-28,6.09,,3499,3499
9819,2016-08-23,2016-08-11,2016-09-29,379.24,,3500,3500
8892,2016-08-23,2016-08-10,2016-09-23,334.14,,3501,3501
9099,2016-08-30,2016-08-12,2016-09-30,1.25,,3502,3502
9260,2016-08-27,2016-08-07,2016-09-28,5.67,,3503,3503
9165,2016-08-27,2016-08-08,2016-10-03,2427.83,Frank Delahunt,3504,3504
6280,2016-08-24,2016-08-11,2016-10-03,7.75,,3505,3505
9751,2016-08-28,2016-08-08,2016-09-23,4.29,,3506,3506
90010,2016-08-29,2016-08-09,2016-09-22,36.98,,3507,3507
1587,2016-08-30,2016-08-08,2016-09-26,249.62,,3508,3508
90024,2016-08-26,2016-08-09,2016-10-06,245.06,,3509,3509
1601,2016-08-25,2016-08-09,2016-09-28,44.4,,3510,3510
90057,2016-08-26,2016-08-09,2016-09-27,4.2,,3511,3511
9622,2016-08-28,2016-08-08,2016-09-30,6.16,,3512,3512
9625,2016-08-25,2016-08-07,2016-10-06,47.71,,3513,3513
3664,2016-08-28,2016-08-07,2016-09-23,786.62,,3514,3514
9815,2016-08-26,2016-08-10,2016-10-02,586.5,,3515,3515
90058,2016-08-24,2016-08-09,2016-09-24,11.08,,3516,3516
60,2016-09-01,2016-08-17,2016-10-02,11.34,,3517,3517
105,2016-08-31,2016-08-16,2016-10-03,0.99,,3518,3518
4466,2016-09-02,2016-08-19,2016-09-29,20.37,,3519,3519
388,2016-08-31,2016-08-16,2016-10-08,1.29,,3520,3520
480,2016-09-01,2016-08-17,2016-10-07,1253.62,Frank Delahunt,3521,3521
516,2016-08-29,2016-08-19,2016-10-09,124.18,,3522,3522
1128,2016-09-04,2016-08-16,2016-09-29,1269.52,,3523,3523
1189,2016-09-02,2016-08-15,2016-10-08,57.39,,3524,3524
1273,2016-08-29,2016-08-16,2016-09-29,34.47,,3525,3525
11567,2016-09-01,2016-08-17,2016-10-12,358.43,,3526,3526
90046,2016-09-02,2016-08-15,2016-10-16,2.25,,3527,3527
1485,2016-09-04,2016-08-18,2016-10-02,165.42,,3528,3528
2876,2016-09-06,2016-08-18,2016-10-01,0.24,,3529,3529
4380,2016-09-01,2016-08-18,2016-10-10,25.46,,3530,3530
1392,2016-09-03,2016-08-18,2016-10-01,1539.35,Frank Delahunt,3531,3531
90047,2016-09-01,2016-08-18,2016-10-12,19.48,,3532,3532
2242,2016-09-06,2016-08-14,2016-10-10,157.26,,3533,3533
1590,2016-09-06,2016-08-14,2016-10-03,73.3,,3534,3534
3960,2016-09-01,2016-08-16,2016-10-13,4028.35,Frank Delahunt,3535,3535
2555,2016-08-31,2016-08-17,2016-10-11,68.69,,3536,3536
2450,2016-09-06,2016-08-16,2016-09-29,50.28,,3537,3537
2496,2016-09-05,2016-08-14,2016-10-15,52.41,,3538,3538
17037,2016-09-03,2016-08-15,2016-10-06,1.9,,3539,3539
3252,2016-09-03,2016-08-15,2016-10-15,1408.42,Frank Delahunt,3540,3540
2561,2016-09-01,2016-08-17,2016-10-07,159.34,,3541,3541
1655,2016-09-06,2016-08-17,2016-10-10,29.16,,3542,3542
17031,2016-09-01,2016-08-14,2016-10-04,31.74,,3543,3543
90011,2016-08-29,2016-08-15,2016-10-06,3.66,,3544,3544
9744,2016-08-30,2016-08-15,2016-10-11,41.81,,3545,3545
3924,2016-09-04,2016-08-19,2016-10-11,319.71,,3546,3546
3950,2016-08-30,2016-08-14,2016-10-15,0.11,,3547,3547
90053,2016-09-04,2016-08-16,2016-10-12,2.62,,3548,3548
17032,2016-09-06,2016-08-14,2016-10-14,10.23,,3549,3549
12546,2016-09-04,2016-08-18,2016-10-16,2407.45,Frank Delahunt,3550,3550
4550,2016-09-03,2016-08-18,2016-10-04,5.58,,3551,3551
4692,2016-09-06,2016-08-16,2016-10-16,134.0,,3552,3552
90032,2016-09-01,2016-08-17,2016-10-02,10.82,,3553,3553
4848,2016-09-03,2016-08-15,2016-10-12,8.4,,3554,3554
4950,2016-09-03,2016-08-14,2016-10-08,23.21,,3555,3555
8352,2016-09-04,2016-08-19,2016-10-13,291.66,,3556,3556
9552,2016-08-31,2016-08-17,2016-10-16,886.77,,3557,3557
10000,2016-09-06,2016-08-16,2016-10-08,261.94,,3558,3558
5455,2016-09-02,2016-08-14,2016-09-30,18.81,,3559,3559
4425,2016-08-31,2016-08-17,2016-10-15,2687.12,Frank Delahunt,3560,3560
5992,2016-08-30,2016-08-16,2016-09-30,34.92,,3561,3561
6213,2016-08-30,2016-08-15,2016-10-15,214.95,,3562,3562
8112,2016-09-03,2016-08-19,2016-10-03,718.76,,3563,3563
6215,2016-09-05,2016-08-16,2016-10-02,6.68,,3564,3564
6355,2016-08-30,2016-08-16,2016-10-04,2.61,,3565,3565
6359,2016-08-30,2016-08-14,2016-10-04,25.0,,3566,3566
6785,2016-08-31,2016-08-16,2016-10-05,327.42,,3567,3567
6830,2016-08-29,2016-08-14,2016-10-04,89.82,,3568,3568
10754,2016-08-29,2016-08-18,2016-10-15,537.77,,3569,3569
17035,2016-08-29,2016-08-16,2016-10-13,2131.46,Frank Delahunt,3570,3570
9206,2016-09-01,2016-08-18,2016-10-04,38.22,,3571,3571
7153,2016-09-02,2016-08-17,2016-10-13,300.96,,3572,3572
90027,2016-09-01,2016-08-18,2016-10-15,7.55,,3573,3573
7154,2016-08-29,2016-08-15,2016-10-08,7.99,,3574,3574
7240,2016-08-31,2016-08-15,2016-10-14,4.6,,3575,3575
7245,2016-08-30,2016-08-16,2016-10-14,763.88,,3576,3576
7255,2016-08-29,2016-08-19,2016-10-01,4.44,,3577,3577
7239,2016-09-01,2016-08-19,2016-10-16,302.5,,3578,3578
10050,2016-08-30,2016-08-14,2016-10-07,19.15,,3579,3579
8004,2016-08-30,2016-08-17,2016-10-10,982.36,,3580,3580
660,2016-08-29,2016-08-17,2016-09-30,380.69,,3581,3581
17033,2016-09-03,2016-08-16,2016-10-05,11.95,,3582,3582
8150,2016-09-01,2016-08-19,2016-10-12,23.6,,3583,3583
98450,2016-08-31,2016-08-17,2016-09-30,57.98,,3584,3584
8320,2016-09-01,2016-08-17,2016-10-08,58.35,,3585,3585
3089,2016-09-03,2016-08-15,2016-10-15,193.78,,3586,3586
28750,2016-08-30,2016-08-16,2016-10-12,21.81,,3587,3587
2000,2016-08-31,2016-08-19,2016-09-30,316.28,,3588,3588
653,2016-08-30,2016-08-14,2016-10-05,174.23,,3589,3589
8673,2016-09-05,2016-08-18,2016-10-01,350.56,,3590,3590
12331,2016-09-01,2016-08-18,2016-10-10,1.44,,3591,3591
8664,2016-09-05,2016-08-14,2016-10-16,385.69,,3592,3592
8735,2016-08-30,2016-08-15,2016-10-10,5.39,,3593,3593
90056,2016-09-05,2016-08-16,2016-09-30,12.72,,3594,3594
8920,2016-09-02,2016-08-18,2016-10-04,4.29,,3595,3595
28776,2016-08-29,2016-08-18,2016-09-29,2.66,,3596,3596
90017,2016-09-04,2016-08-17,2016-10-13,1.8,,3597,3597
9819,2016-09-04,2016-08-14,2016-10-05,233.24,,3598,3598
8892,2016-09-03,2016-08-19,2016-09-29,196.77,,3599,3599
9260,2016-09-05,2016-08-14,2016-10-06,3.07,,3600,3600
9165,2016-09-05,2016-08-14,2016-10-16,1336.8,Frank Delahunt,3601,3601
90010,2016-08-31,2016-08-19,2016-10-15,6.65,,3602,3602
1587,2016-08-31,2016-08-14,2016-10-12,169.71,,3603,3603
90024,2016-08-29,2016-08-18,2016-10-09,45.02,,3604,3604
1601,2016-09-01,2016-08-14,2016-10-08,14.19,,3605,3605
9622,2016-09-02,2016-08-18,2016-10-14,1.23,,3606,3606
9625,2016-08-29,2016-08-19,2016-10-04,34.02,,3607,3607
3664,2016-08-29,2016-08-16,2016-10-08,608.79,,3608,3608
9815,2016-09-04,2016-08-19,2016-10-15,449.39,,3609,3609
90058,2016-08-31,2016-08-15,2016-10-02,9.98,,3610,3610
60,2016-09-07,2016-08-25,2016-10-17,12.77,,3611,3611
1703,2016-09-05,2016-08-26,2016-10-22,21.15,,3612,3612
105,2016-09-10,2016-08-26,2016-10-14,1.05,,3613,3613
4466,2016-09-12,2016-08-23,2016-10-11,18.2,,3614,3614
287,2016-09-06,2016-08-21,2016-10-20,1.38,,3615,3615
388,2016-09-09,2016-08-24,2016-10-20,4.55,,3616,3616
480,2016-09-06,2016-08-22,2016-10-09,1265.85,Frank Delahunt,3617,3617
516,2016-09-12,2016-08-26,2016-10-08,139.45,,3618,3618
1128,2016-09-09,2016-08-21,2016-10-09,1190.54,,3619,3619
1189,2016-09-05,2016-08-24,2016-10-18,14.2,,3620,3620
1273,2016-09-07,2016-08-21,2016-10-23,20.9,,3621,3621
11567,2016-09-12,2016-08-23,2016-10-16,402.09,,3622,3622
90046,2016-09-09,2016-08-22,2016-10-11,3.04,,3623,3623
1485,2016-09-07,2016-08-23,2016-10-18,136.52,,3624,3624
2876,2016-09-06,2016-08-23,2016-10-06,1.42,,3625,3625
4380,2016-09-12,2016-08-25,2016-10-20,28.71,,3626,3626
1650,2016-09-07,2016-08-23,2016-10-15,5.04,,3627,3627
1392,2016-09-13,2016-08-24,2016-10-08,2134.12,Frank Delahunt,3628,3628
90047,2016-09-09,2016-08-25,2016-10-13,41.06,,3629,3629
2242,2016-09-07,2016-08-23,2016-10-19,149.14,,3630,3630
1590,2016-09-08,2016-08-26,2016-10-11,143.25,,3631,3631
3960,2016-09-09,2016-08-24,2016-10-06,6020.89,Frank Delahunt,3632,3632
2555,2016-09-13,2016-08-22,2016-10-09,74.88,,3633,3633
2450,2016-09-06,2016-08-22,2016-10-23,4.0,,3634,3634
2496,2016-09-09,2016-08-23,2016-10-22,59.54,,3635,3635
17037,2016-09-13,2016-08-24,2016-10-10,11.69,,3636,3636
3252,2016-09-08,2016-08-24,2016-10-07,1589.34,Frank Delahunt,3637,3637
2561,2016-09-12,2016-08-22,2016-10-06,218.18,,3638,3638
1655,2016-09-11,2016-08-25,2016-10-22,48.91,,3639,3639
17031,2016-09-11,2016-08-26,2016-10-10,38.23,,3640,3640
90011,2016-09-08,2016-08-21,2016-10-18,3.93,,3641,3641
9744,2016-09-09,2016-08-22,2016-10-13,42.03,,3642,3642
90051,2016-09-06,2016-08-21,2016-10-10,2.73,,3643,3643
90052,2016-09-06,2016-08-24,2016-10-12,0.54,,3644,3644
3924,2016-09-07,2016-08-23,2016-10-09,265.17,,3645,3645
90053,2016-09-06,2016-08-22,2016-10-09,5.51,,3646,3646
17032,2016-09-08,2016-08-21,2016-10-23,8.5,,3647,3647
12546,2016-09-10,2016-08-22,2016-10-13,3017.3,Frank Delahunt,3648,3648
4550,2016-09-11,2016-08-23,2016-10-09,7.38,,3649,3649
4692,2016-09-10,2016-08-24,2016-10-09,174.08,,3650,3650
90032,2016-09-12,2016-08-26,2016-10-21,16.0,,3651,3651
4848,2016-09-12,2016-08-23,2016-10-17,10.65,,3652,3652
4950,2016-09-08,2016-08-24,2016-10-17,24.31,,3653,3653
8352,2016-09-07,2016-08-25,2016-10-09,225.69,,3654,3654
9552,2016-09-13,2016-08-22,2016-10-08,1381.57,Frank Delahunt,3655,3655
10000,2016-09-09,2016-08-26,2016-10-09,438.66,,3656,3656
5270,2016-09-05,2016-08-22,2016-10-12,21.58,,3657,3657
5455,2016-09-10,2016-08-26,2016-10-13,29.88,,3658,3658
4425,2016-09-07,2016-08-23,2016-10-16,3148.78,Frank Delahunt,3659,3659
5992,2016-09-06,2016-08-25,2016-10-19,24.69,,3660,3660
6213,2016-09-06,2016-08-22,2016-10-15,238.32,,3661,3661
5612,2016-09-10,2016-08-21,2016-10-12,0.32,,3662,3662
8112,2016-09-11,2016-08-24,2016-10-12,625.67,,3663,3663
6215,2016-09-07,2016-08-22,2016-10-11,6.67,,3664,3664
6355,2016-09-12,2016-08-23,2016-10-15,2.68,,3665,3665
6359,2016-09-06,2016-08-21,2016-10-21,13.28,,3666,3666
6785,2016-09-10,2016-08-26,2016-10-23,353.12,,3667,3667
6830,2016-09-12,2016-08-24,2016-10-18,18.4,,3668,3668
